"FIPS","Qualifying Name","File identification","State Postal Abbreviation","Summary Level","Geographic Component","Logical Record Number","US","Census Region","Census Division","State (Census Code)","State (FIPS Code)","County of current residence","County Subdivision (FIPS)","Place (FIPS Code)","Census Tract","Block Group","Consolidated City","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(Census)","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian TribalSubdivision (Census)","American Indian TribalSubdivision (FIPS)","Alaska Native RegionalCorporation (FIPS)","Metropolitan and MicropolitanStatistical Area","Combined Statistical Area","Metropolitan Statistical Area-Metropolitan Division","Metropolitan Area Central City","Metropolitan/MicropolitanIndicator Flag","New England City and Town Area","New England City and TownCombined Statistical Area","New England City and Town AreaDivision","Urban Area","Urban Area Central Place","Current Congressional District ***","State Legislative District Upper","State Legislative District Lower","Voting District","ZIP Code Tabulation Area (3-digit)","5-digit ZIP Code Tabulation Area","Subminor Civil Division (FIPS)","State-School District (Elementary)","State-School District (Secondary)","State-School District (Unified)","Urban/Rural","Principal City Indicator","Traffic Analysis Zone","Urban Growth Area","Public Use Microdata Area – 5%File","Public Use Microdata Area - 1% File","Geographic Identifier","Area Name","Tribal Tract","Tribal Block Group","Place (State FIPS + Place FIPS)","Workers 16 Years and Over:","Workers 16 Years and Over: Car, Truck, or Van","Workers 16 Years and Over: Drove Alone","Workers 16 Years and Over: Carpooled","Workers 16 Years and Over: Public Transportation (Includes Taxicab)","Workers 16 Years and Over: Motorcycle","Workers 16 Years and Over: Bicycle","Workers 16 Years and Over: Walked","Workers 16 Years and Over: Other Means","Workers 16 Years and Over: Worked At Home","Total Population:","Total Population: More than 5 Years","Total Population: More than 10 Years","Total Population: More than 15 Years","Total Population: More than 18 Years","Total Population: More than 25 Years","Total Population: More than 35 Years","Total Population: More than 45 Years","Total Population: More than 55 Years","Total Population: More than 65 Years","Total Population: More than 75 Years","Total Population: More than 85 Years","Median Household Income (In 2021 Inflation Adjusted Dollars)","Total Population","Total Population: Not Hispanic or Latino","Total Population: Not Hispanic or Latino: White Alone","Total Population: Not Hispanic or Latino: Black or African American Alone","Total Population: Not Hispanic or Latino: American Indian and Alaska Native Alone","Total Population: Not Hispanic or Latino: Asian Alone","Total Population: Not Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Total Population: Not Hispanic or Latino: Some Other Race Alone","Total Population: Not Hispanic or Latino: Two or More Races","Total Population: Hispanic or Latino","Total Population: Hispanic or Latino: White Alone","Total Population: Hispanic or Latino: Black or African American Alone","Total Population: Hispanic or Latino: American Indian and Alaska Native Alone","Total Population: Hispanic or Latino: Asian Alone","Total Population: Hispanic or Latino: Native Hawaiian and Other Pacific Islander Alone","Total Population: Hispanic or Latino: Some Other Race Alone","Total Population: Hispanic or Latino: Two or More Races"
"06073009308","Census Tract 93.08, San Diego County, California","ACSSF","ca","140","00","0009385",,,,,"06","073",,,"009308",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073009308","Census Tract 93.08",,,,2693,2195,2028,167,123,22,0,73,59,221,4031,3712,3712,3699,3643,2961,1843,1025,730,252,27,0,79521,4031,3021,2271,104,0,552,0,0,94,1010,624,0,0,0,0,181,205
"06073009400","Census Tract 94, San Diego County, California","ACSSF","ca","140","00","0009386",,,,,"06","073",,,"009400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073009400","Census Tract 94",,,,3492,1605,891,714,102,54,42,1299,12,378,5066,4722,4388,4142,4035,1209,395,62,7,0,0,0,54038,5066,3649,2355,678,68,156,6,19,367,1417,510,43,0,0,0,478,386
"06073009502","Census Tract 95.02, San Diego County, California","ACSSF","ca","140","00","0009387",,,,,"06","073",,,"009502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073009502","Census Tract 95.02",,,,2126,1701,1537,164,54,20,13,26,7,305,4134,3678,3505,3296,3209,2965,2323,1726,1112,605,277,94,111230,4134,3867,2381,220,33,786,0,0,447,267,75,0,0,0,0,96,96
"06073009504","Census Tract 95.04, San Diego County, California","ACSSF","ca","140","00","0009388",,,,,"06","073",,,"009504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073009504","Census Tract 95.04",,,,2867,2336,2064,272,0,0,0,16,0,515,6167,5708,5187,4754,4510,4251,3821,3182,2247,1374,742,241,216078,6167,5206,3543,167,0,1299,0,0,197,961,480,0,0,0,0,55,426
"06073009505","Census Tract 95.05, San Diego County, California","ACSSF","ca","140","00","0009389",,,,,"06","073",,,"009505",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073009505","Census Tract 95.05",,,,3517,3054,2866,188,56,17,0,0,0,390,6652,6296,5914,5608,5425,5152,4389,3258,2325,1319,251,80,113534,6652,5588,4068,164,0,1097,14,0,245,1064,621,0,25,0,0,48,370
"06073009506","Census Tract 95.06, San Diego County, California","ACSSF","ca","140","00","0009390",,,,,"06","073",,,"009506",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073009506","Census Tract 95.06",,,,2318,1817,1596,221,18,0,11,7,0,465,4576,4296,3955,3659,3409,3134,2637,1916,1317,812,251,47,136793,4576,3944,2869,83,0,471,0,24,497,632,296,0,29,0,0,201,106
"06073009507","Census Tract 95.07, San Diego County, California","ACSSF","ca","140","00","0009391",,,,,"06","073",,,"009507",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073009507","Census Tract 95.07",,,,2068,1643,1519,124,2,93,0,0,38,292,3947,3581,3377,3201,3049,2705,1940,1471,1117,683,208,42,103125,3947,3220,2382,121,0,376,33,32,276,727,334,0,6,100,0,57,230
"06073009509","Census Tract 95.09, San Diego County, California","ACSSF","ca","140","00","0009392",,,,,"06","073",,,"009509",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073009509","Census Tract 95.09",,,,2827,2478,2169,309,0,14,0,19,12,304,4774,4578,4457,4103,4087,3562,2425,1664,954,561,192,117,110551,4774,3880,2522,190,0,927,0,0,241,894,316,13,0,0,0,521,44
"06073009510","Census Tract 95.10, San Diego County, California","ACSSF","ca","140","00","0009393",,,,,"06","073",,,"009510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073009510","Census Tract 95.10",,,,1487,1369,1348,21,0,38,0,6,15,59,4916,3660,2935,2629,2496,2135,647,108,40,0,0,0,46406,4916,3513,2578,500,0,133,0,56,246,1403,822,6,0,15,0,313,247
"06073009511","Census Tract 95.11, San Diego County, California","ACSSF","ca","140","00","0009394",,,,,"06","073",,,"009511",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073009511","Census Tract 95.11",,,,1238,1176,1117,59,0,12,0,0,12,38,4167,3444,2762,2174,2045,1669,690,52,5,0,0,0,68848,4167,3141,2016,713,24,116,0,11,261,1026,778,0,15,0,0,49,184
"06073009602","Census Tract 96.02, San Diego County, California","ACSSF","ca","140","00","0009395",,,,,"06","073",,,"009602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073009602","Census Tract 96.02",,,,2123,1627,1528,99,53,35,0,7,39,362,4078,3929,3562,3401,3313,2894,2308,1778,1153,745,324,148,121394,4078,3394,2724,213,0,261,86,0,110,684,259,0,0,0,0,272,153
"06073009603","Census Tract 96.03, San Diego County, California","ACSSF","ca","140","00","0009396",,,,,"06","073",,,"009603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073009603","Census Tract 96.03",,,,3200,2687,2545,142,79,0,44,72,36,282,5768,5509,5187,4930,4895,4505,2761,1826,1204,628,266,88,65457,5768,4125,2721,551,0,595,0,0,258,1643,728,102,126,0,0,437,250
"06073009604","Census Tract 96.04, San Diego County, California","ACSSF","ca","140","00","0009397",,,,,"06","073",,,"009604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073009604","Census Tract 96.04",,,,1786,1537,1495,42,24,0,0,9,0,216,3426,3283,3091,2936,2861,2480,2025,1360,803,376,156,68,79847,3426,2674,2073,209,16,151,0,64,161,752,402,0,0,59,0,135,156
"06073009703","Census Tract 97.03, San Diego County, California","ACSSF","ca","140","00","0009398",,,,,"06","073",,,"009703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073009703","Census Tract 97.03",,,,1423,1089,1014,75,28,0,0,38,0,268,3167,2957,2754,2618,2545,2366,2164,1776,1319,730,245,90,96042,3167,2661,2444,1,11,112,35,0,58,506,176,0,9,0,0,94,227
"06073009704","Census Tract 97.04, San Diego County, California","ACSSF","ca","140","00","0009399",,,,,"06","073",,,"009704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073009704","Census Tract 97.04",,,,3228,2431,2177,254,97,92,0,2,19,587,6574,6027,5546,5281,5053,4677,3555,2956,1986,1456,572,89,109183,6574,5380,4348,476,0,196,0,26,334,1194,640,0,0,204,0,110,240
"06073009705","Census Tract 97.05, San Diego County, California","ACSSF","ca","140","00","0009400",,,,,"06","073",,,"009705",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073009705","Census Tract 97.05",,,,1923,1608,1514,94,50,0,0,0,9,256,3597,3464,3235,3068,2957,2724,2111,1605,1143,690,314,152,126118,3597,3086,2278,209,0,321,0,40,238,511,164,22,0,0,0,173,152
"06073009706","Census Tract 97.06, San Diego County, California","ACSSF","ca","140","00","0009401",,,,,"06","073",,,"009706",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073009706","Census Tract 97.06",,,,3291,2434,2228,206,28,17,0,9,0,803,7101,6635,6052,5637,5412,5152,4554,3334,2492,1545,877,280,128217,7101,5915,4822,194,28,554,0,166,151,1186,536,0,126,0,0,142,382
"06073009801","Census Tract 98.01, San Diego County, California","ACSSF","ca","140","00","0009402",,,,,"06","073",,,"009801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073009801","Census Tract 98.01",,,,2664,2054,1836,218,40,22,20,11,0,517,5075,4730,4590,4356,4167,3996,3364,2553,1840,1106,607,336,101000,5075,4486,3688,120,0,340,0,0,338,589,389,0,0,17,0,52,131
"06073009802","Census Tract 98.02, San Diego County, California","ACSSF","ca","140","00","0009403",,,,,"06","073",,,"009802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073009802","Census Tract 98.02",,,,3307,2794,2582,212,0,0,0,0,12,501,6588,6232,5587,5219,4999,4268,3398,2472,1690,782,386,98,84280,6588,4978,3571,341,0,507,44,90,425,1610,604,49,0,27,0,710,220
"06073009804","Census Tract 98.04, San Diego County, California","ACSSF","ca","140","00","0009404",,,,,"06","073",,,"009804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073009804","Census Tract 98.04",,,,2365,1705,1603,102,56,0,21,40,0,543,5627,5279,4904,4489,4309,3891,3467,2699,1941,1330,744,350,119938,5627,5130,3793,257,0,742,0,0,338,497,248,0,0,8,0,66,175
"06073009805","Census Tract 98.05, San Diego County, California","ACSSF","ca","140","00","0009405",,,,,"06","073",,,"009805",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073009805","Census Tract 98.05",,,,2296,1959,1686,273,10,0,0,0,0,327,4748,4389,4240,3982,3795,3455,2901,2286,1738,1081,459,139,107500,4748,4131,3303,68,14,239,15,23,469,617,359,0,16,29,0,99,114
"06073009901","Census Tract 99.01, San Diego County, California","ACSSF","ca","140","00","0009406",,,,,"06","073",,,"009901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073009901","Census Tract 99.01",,,,959,300,230,70,28,0,18,550,0,63,969,969,969,969,969,282,56,12,4,4,4,4,,969,741,621,58,11,36,0,0,15,228,85,0,0,0,0,125,18
"06073009902","Census Tract 99.02, San Diego County, California","ACSSF","ca","140","00","0009407",,,,,"06","073",,,"009902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073009902","Census Tract 99.02",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06073010001","Census Tract 100.01, San Diego County, California","ACSSF","ca","140","00","0009408",,,,,"06","073",,,"010001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073010001","Census Tract 100.01",,,,2039,1817,1526,291,80,0,0,0,0,142,4557,4192,3983,3721,3582,3257,2436,1746,1384,836,340,83,79866,4557,1671,427,239,0,882,31,34,58,2886,2515,0,9,10,0,136,216
"06073010003","Census Tract 100.03, San Diego County, California","ACSSF","ca","140","00","0009409",,,,,"06","073",,,"010003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073010003","Census Tract 100.03",,,,2522,2130,1920,210,176,0,0,22,0,194,5457,5270,4994,4790,4529,4113,3185,2513,1940,1132,435,108,88968,5457,1893,521,83,0,745,134,0,410,3564,2275,13,29,16,12,478,741
"06073010004","Census Tract 100.04, San Diego County, California","ACSSF","ca","140","00","0009410",,,,,"06","073",,,"010004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073010004","Census Tract 100.04",,,,2054,1926,1698,228,8,0,0,12,25,83,5583,5219,5085,4354,3984,3516,2824,2284,1543,833,514,86,97196,5583,1078,393,8,0,606,32,0,39,4505,2965,14,0,52,0,619,855
"06073010005","Census Tract 100.05, San Diego County, California","ACSSF","ca","140","00","0009411",,,,,"06","073",,,"010005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073010005","Census Tract 100.05",,,,2380,2187,2013,174,82,0,0,20,0,91,7201,6581,6048,5624,5369,4710,3628,2857,2262,1301,676,241,35490,7201,491,251,79,0,155,0,0,6,6710,3583,0,10,0,0,1341,1776
"06073010009","Census Tract 100.09, San Diego County, California","ACSSF","ca","140","00","0009412",,,,,"06","073",,,"010009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073010009","Census Tract 100.09",,,,2879,2392,2046,346,231,0,0,163,0,93,6113,5609,5141,4715,4582,4223,2736,2112,1392,479,178,9,60052,6113,585,114,155,0,184,132,0,0,5528,3663,0,19,0,0,1002,844
"06073010010","Census Tract 100.10, San Diego County, California","ACSSF","ca","140","00","0009413",,,,,"06","073",,,"010010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073010010","Census Tract 100.10",,,,1945,1813,1680,133,22,0,0,10,0,100,5107,4949,4671,4287,3996,3487,2826,2459,1805,1208,437,140,52292,5107,1088,458,121,0,428,60,0,21,4019,2173,7,212,0,0,637,990
"06073010011","Census Tract 100.11, San Diego County, California","ACSSF","ca","140","00","0009414",,,,,"06","073",,,"010011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073010011","Census Tract 100.11",,,,1862,1778,1665,113,55,0,0,0,4,25,4547,4203,3823,3532,3350,2915,2524,1655,1092,657,301,60,86610,4547,1289,309,424,0,472,0,0,84,3258,1356,70,13,47,0,741,1031
"06073010012","Census Tract 100.12, San Diego County, California","ACSSF","ca","140","00","0009415",,,,,"06","073",,,"010012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073010012","Census Tract 100.12",,,,2187,1921,1683,238,144,0,0,44,23,55,5083,4686,4343,4042,3831,3135,2245,1680,1106,417,236,19,67438,5083,182,61,0,7,51,0,5,58,4901,2974,0,7,0,0,899,1021
"06073010013","Census Tract 100.13, San Diego County, California","ACSSF","ca","140","00","0009416",,,,,"06","073",,,"010013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073010013","Census Tract 100.13",,,,2383,2075,1784,291,197,12,0,62,29,8,5595,5311,4836,4259,3847,3283,2477,1746,1081,476,172,63,59513,5595,205,132,37,0,0,0,0,36,5390,3505,54,66,0,21,950,794
"06073010015","Census Tract 100.15, San Diego County, California","ACSSF","ca","140","00","0009417",,,,,"06","073",,,"010015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073010015","Census Tract 100.15",,,,1922,1656,1396,260,88,0,0,17,0,161,4369,4022,3811,3477,3313,2705,2125,1201,641,289,120,22,115938,4369,1026,239,372,0,415,0,0,0,3343,1732,32,0,57,0,581,941
"06073010016","Census Tract 100.16, San Diego County, California","ACSSF","ca","140","00","0009418",,,,,"06","073",,,"010016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073010016","Census Tract 100.16",,,,0,0,0,0,0,0,0,0,0,0,4061,4061,4061,4061,4061,3921,2982,1863,947,370,75,0,,4061,2729,1211,1318,53,106,29,0,12,1332,1043,9,0,0,0,100,180
"06073010017","Census Tract 100.17, San Diego County, California","ACSSF","ca","140","00","0009419",,,,,"06","073",,,"010017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073010017","Census Tract 100.17",,,,2759,2711,2273,438,0,0,0,0,0,48,5996,5657,5131,4864,4519,4100,2970,2226,1538,920,425,4,97075,5996,2749,593,162,0,1442,0,492,60,3247,1632,0,0,0,0,1054,561
"06073010018","Census Tract 100.18, San Diego County, California","ACSSF","ca","140","00","0009420",,,,,"06","073",,,"010018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073010018","Census Tract 100.18",,,,3214,3106,2770,336,0,0,0,60,0,48,6040,5698,5504,4871,4690,3843,2518,2001,1240,525,213,37,83594,6040,2587,617,850,0,884,178,0,58,3453,2068,0,0,47,0,817,521
"06073010019","Census Tract 100.19, San Diego County, California","ACSSF","ca","140","00","0009421",,,,,"06","073",,,"010019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073010019","Census Tract 100.19",,,,1743,1494,1198,296,0,0,0,0,0,249,3400,2952,2736,2613,2475,2146,1575,1059,552,204,153,0,89262,3400,1151,610,47,0,485,0,0,9,2249,936,33,0,0,0,176,1104
"06073010103","Census Tract 101.03, San Diego County, California","ACSSF","ca","140","00","0009422",,,,,"06","073",,,"010103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073010103","Census Tract 101.03",,,,3248,2965,2509,456,132,0,0,37,21,93,7045,6464,6191,5747,5450,4490,3251,2438,1389,670,270,113,50827,7045,1567,826,354,36,217,0,0,134,5478,3300,0,15,0,0,1120,1043
"06073010104","Census Tract 101.04, San Diego County, California","ACSSF","ca","140","00","0009423",,,,,"06","073",,,"010104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073010104","Census Tract 101.04",,,,1650,1400,1313,87,113,12,11,0,0,114,3404,3301,3214,2991,2764,2408,1927,1281,1032,557,159,101,80458,3404,1672,1009,61,0,395,0,8,199,1732,966,0,28,0,0,462,276
"06073010106","Census Tract 101.06, San Diego County, California","ACSSF","ca","140","00","0009424",,,,,"06","073",,,"010106",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073010106","Census Tract 101.06",,,,2073,1704,1506,198,233,21,0,26,31,58,4879,4623,4278,3870,3625,3107,2429,1897,1293,654,161,77,47353,4879,951,526,8,0,286,0,0,131,3928,2524,0,77,0,0,844,483
"06073010107","Census Tract 101.07, San Diego County, California","ACSSF","ca","140","00","0009425",,,,,"06","073",,,"010107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073010107","Census Tract 101.07",,,,3067,2827,2390,437,76,0,0,7,17,140,6462,6278,5908,5471,5169,4265,3397,2500,1785,900,374,140,67470,6462,1911,859,206,0,676,0,111,59,4551,2969,56,21,5,0,903,597
"06073010109","Census Tract 101.09, San Diego County, California","ACSSF","ca","140","00","0009426",,,,,"06","073",,,"010109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073010109","Census Tract 101.09",,,,2121,1783,1690,93,163,10,0,1,0,164,5167,4994,4881,4572,4116,3376,2735,1914,1385,833,278,95,90932,5167,1105,466,198,0,252,0,0,189,4062,2236,35,0,0,15,1018,758
"06073010110","Census Tract 101.10, San Diego County, California","ACSSF","ca","140","00","0009427",,,,,"06","073",,,"010110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073010110","Census Tract 101.10",,,,2957,2489,2265,224,179,39,0,0,0,250,6917,6539,6213,5363,5111,4438,3462,2408,1487,725,224,69,48542,6917,2011,944,83,0,689,185,0,110,4906,2349,0,0,0,0,745,1812
"06073010111","Census Tract 101.11, San Diego County, California","ACSSF","ca","140","00","0009428",,,,,"06","073",,,"010111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073010111","Census Tract 101.11",,,,1577,1183,1014,169,159,22,0,1,19,193,3693,3461,3226,2761,2593,2296,1649,1148,673,252,99,26,50795,3693,335,186,106,0,17,0,0,26,3358,2180,0,10,0,0,391,777
"06073010112","Census Tract 101.12, San Diego County, California","ACSSF","ca","140","00","0009429",,,,,"06","073",,,"010112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073010112","Census Tract 101.12",,,,2278,1884,1585,299,215,0,0,36,59,84,5429,5156,4663,3943,3633,3006,2171,1308,601,263,66,37,51108,5429,903,507,207,0,128,0,0,61,4526,2893,242,0,38,0,671,682
"06073010201","Census Tract 102.01, San Diego County, California","ACSSF","ca","140","00","0009430",,,,,"06","073",,,"010201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073010201","Census Tract 102.01",,,,1146,809,732,77,57,38,0,40,0,202,3325,3144,2985,2920,2752,1829,1579,1181,933,531,164,31,79136,3325,2027,1607,139,16,259,0,0,6,1298,828,35,0,61,0,160,214
"06073010202","Census Tract 102.02, San Diego County, California","ACSSF","ca","140","00","0009431",,,,,"06","073",,,"010202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073010202","Census Tract 102.02",,,,2325,2075,1890,185,85,0,0,0,36,129,3954,3810,3557,3229,3112,2557,1863,1461,895,362,155,47,90376,3954,2161,1735,160,47,125,0,8,86,1793,908,0,0,18,0,601,266
"06073010300","Census Tract 103, San Diego County, California","ACSSF","ca","140","00","0009432",,,,,"06","073",,,"010300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073010300","Census Tract 103",,,,2249,1970,1851,119,128,0,10,10,0,131,4423,4142,3912,3604,3357,2949,1992,1477,862,376,107,25,70266,4423,2337,1627,119,0,493,0,0,98,2086,837,9,56,6,7,521,650
"06073010401","Census Tract 104.01, San Diego County, California","ACSSF","ca","140","00","0009433",,,,,"06","073",,,"010401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073010401","Census Tract 104.01",,,,1323,1098,973,125,50,0,5,38,27,105,2339,2251,2162,2001,1905,1693,1204,897,531,246,76,24,56816,2339,831,681,53,0,38,0,0,59,1508,900,7,6,0,0,312,283
"06073010402","Census Tract 104.02, San Diego County, California","ACSSF","ca","140","00","0009434",,,,,"06","073",,,"010402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073010402","Census Tract 104.02",,,,2776,2284,1948,336,206,0,22,23,23,218,5740,5361,4878,4352,4183,3644,2507,1498,941,529,222,62,52440,5740,2244,1124,330,0,627,0,14,149,3496,2099,0,64,18,0,682,633
"06073010501","Census Tract 105.01, San Diego County, California","ACSSF","ca","140","00","0009435",,,,,"06","073",,,"010501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073010501","Census Tract 105.01",,,,631,425,396,29,30,10,14,23,0,129,1290,1252,1182,1126,1105,1028,816,685,474,217,36,13,100588,1290,815,690,0,0,71,0,0,54,475,242,0,7,0,0,133,93
"06073010502","Census Tract 105.02, San Diego County, California","ACSSF","ca","140","00","0009436",,,,,"06","073",,,"010502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073010502","Census Tract 105.02",,,,2851,2385,2236,149,106,0,11,194,24,131,5304,4851,4514,4127,3964,3648,2629,1566,1002,368,137,32,60000,5304,2274,1129,437,29,234,0,0,445,3030,1570,134,0,95,0,397,834
"06073010601","Census Tract 106.01, San Diego County, California","ACSSF","ca","140","00","0009437",,,,,"06","073",,,"010601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073010601","Census Tract 106.01",,,,921,741,691,50,0,4,0,0,41,135,2021,1989,1923,1739,1694,1590,1546,1305,938,613,287,74,170455,2021,1567,1283,71,32,155,0,7,19,454,199,0,0,52,0,41,162
"06073010800","Census Tract 108, San Diego County, California","ACSSF","ca","140","00","0009438",,,,,"06","073",,,"010800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073010800","Census Tract 108",,,,1024,544,523,21,24,0,68,71,10,307,2343,2300,2128,1922,1822,1744,1568,1306,918,500,210,54,112564,2343,1927,1725,0,0,120,0,0,82,416,274,0,27,9,0,22,84
"06073010900","Census Tract 109, San Diego County, California","ACSSF","ca","140","00","0009439",,,,,"06","073",,,"010900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073010900","Census Tract 109",,,,762,472,457,15,6,0,63,20,20,181,1874,1767,1692,1522,1357,1239,1115,953,686,391,187,42,148155,1874,1727,1552,47,18,12,0,0,98,147,125,0,2,0,0,1,19
"06073011000","Census Tract 110, San Diego County, California","ACSSF","ca","140","00","0009440",,,,,"06","073",,,"011000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073011000","Census Tract 110",,,,1508,1118,1059,59,32,0,98,58,13,189,3052,2970,2859,2713,2540,2337,1931,1603,1247,638,286,116,97556,3052,2574,2434,39,0,91,0,0,10,478,246,0,0,0,0,36,196
"06073011100","Census Tract 111, San Diego County, California","ACSSF","ca","140","00","0009441",,,,,"06","073",,,"011100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073011100","Census Tract 111",,,,1623,1088,1030,58,22,0,140,92,59,222,3970,3820,3617,3229,3025,2617,2316,1855,1399,881,503,181,115833,3970,3472,3068,12,21,83,0,18,270,498,329,0,0,0,0,40,129
"06073011300","Census Tract 113, San Diego County, California","ACSSF","ca","140","00","0009442",,,,,"06","073",,,"011300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073011300","Census Tract 113",,,,2443,1588,1135,453,39,96,5,439,0,276,2497,2488,2470,2465,2458,901,486,105,0,0,0,0,143750,2497,1768,1161,431,7,119,10,14,26,729,284,94,85,0,0,152,114
"06073011601","Census Tract 116.01, San Diego County, California","ACSSF","ca","140","00","0009443",,,,,"06","073",,,"011601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073011601","Census Tract 116.01",,,,2719,2334,1832,502,158,0,6,77,17,127,5731,5305,4750,4271,4040,3486,2454,1740,1089,439,99,23,53480,5731,814,227,112,0,259,14,0,202,4917,3363,76,7,23,0,991,457
"06073011602","Census Tract 116.02, San Diego County, California","ACSSF","ca","140","00","0009444",,,,,"06","073",,,"011602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06073011602","Census Tract 116.02",,,,2009,1748,1361,387,134,8,0,64,28,27,4062,3609,3359,2972,2910,2591,1759,1047,712,324,151,50,51240,4062,1200,587,268,7,335,0,0,3,2862,2286,8,29,0,0,274,265
